Date,Portfolio_Value
2020-05-05,94879.21502910013
2020-05-06,92519.07549383769
2020-05-07,94207.58698918544
2020-05-08,96832.16903327884
2020-05-11,97891.88926206341
2020-05-12,96617.01984388917
2020-05-13,92854.97360210477
2020-05-14,94507.20100751573
2020-05-15,95049.01598032194
2020-05-18,100219.95402864458
2020-05-19,97960.39623344074
2020-05-20,100137.444707066
2020-05-21,98735.31543152775
2020-05-22,100079.84420140127
2020-05-26,102898.17662091895
2020-05-27,104389.49662048138
2020-05-28,101726.7955725727
2020-05-29,101722.61254348802
2020-06-01,102724.52797140775
2020-06-02,104875.94485930118
2020-06-03,106229.1082923008
2020-06-04,106334.8562337308
2020-06-05,114221.74016406637
2020-06-08,124768.31093270182
2020-06-09,118457.77384537885
2020-06-10,114310.44981247194
2020-06-11,104033.98914179785
2020-06-12,106592.95538647116
2020-06-15,106949.79991740809
2020-06-16,109600.33599379916
2020-06-17,106832.06632895608
2020-06-18,106879.13386699789
2020-06-19,105290.79477718745
2020-06-22,105307.4482529877
2020-06-23,105979.69155751693
2020-06-24,102088.00627377299
2020-06-25,103824.00500470112
2020-06-26,99544.57067212444
2020-06-29,101706.22394656372
2020-06-30,102412.92797956962
2020-07-01,101877.31278399339
2020-07-02,102601.60215864304
2020-07-06,103685.57141551036
2020-07-07,103158.31106226907
2020-07-08,103465.86151435389
2020-07-09,102422.87227831126
2020-07-10,104721.30446030699
2020-07-13,103046.82162086762
2020-07-14,104573.9128147138
2020-07-15,105790.29673926935
2020-07-16,105304.7875026463
2020-07-17,104397.08596268466
2020-07-20,104882.12190874695
2020-07-21,107100.26253639611
2020-07-22,107565.92613878229
2020-07-23,106169.90239057544
2020-07-24,105368.2598200344
2020-07-27,106400.80152203281
2020-07-28,105110.05070683379
2020-07-29,105793.12222186771
2020-07-30,104902.90618202077
2020-07-31,103937.4090587129
2020-08-03,105197.47501630298
2020-08-04,106582.06765517384
2020-08-05,106983.48970686801
2020-08-06,107004.74612650162
2020-08-07,106346.29558150747
2020-08-10,107268.83771265544
2020-08-11,106068.46177455196
2020-08-12,108069.08135689641
2020-08-13,107366.60947902144
2020-08-14,107493.18330945508
2020-08-17,108120.66122059534
2020-08-18,107802.90467408403
2020-08-19,106576.1087264206
2020-08-20,106274.89792757685
2020-08-21,105846.57703424341
2020-08-24,107058.31703361735
2020-08-25,107408.01399350583
2020-08-26,108041.20286760038
2020-08-27,107984.31453700803
2020-08-28,109737.57496962088
2020-08-31,108349.47168424475
2020-09-01,109272.01561701708
2020-09-02,111189.90773901553
2020-09-03,107640.65616085115
2020-09-04,106338.50833621337
2020-09-08,102239.2116688858
2020-09-09,103647.79803977285
2020-09-10,101301.17241674851
2020-09-11,101522.32731487145
2020-09-14,102635.68561288224
2020-09-15,103377.08493764311
2020-09-16,103893.33053218981
2020-09-17,103491.45317491295
2020-09-18,102757.49966456166
2020-09-21,101333.30006821641
2020-09-22,102024.85368532309
2020-09-23,99029.92965439276
2020-09-24,99915.49880591626
2020-09-25,100539.07182930446
2020-09-28,102373.36922351303
2020-09-29,101558.41684891155
2020-09-30,101762.69531337051
2020-10-01,101507.1835150092
2020-10-02,100365.1521945719
2020-10-05,102437.76426438286
2020-10-06,101298.83321836314
2020-10-07,102679.43258682548
2020-10-08,105227.74907837679
2020-10-09,105255.35342262285
2020-10-12,106169.95801842138
2020-10-13,105833.72955772912
2020-10-14,105590.37928699756
2020-10-15,105536.35738515558
2020-10-16,104782.1291325579
2020-10-19,102983.73851710156
2020-10-20,103642.79970713855
2020-10-21,103064.25601574672
2020-10-22,105130.03452511286
2020-10-23,104722.42983520379
2020-10-26,101995.06386178639
2020-10-27,102032.35836729663
2020-10-28,98147.39961249918
2020-10-29,99959.6480948349
2020-10-30,99902.8102131215
2020-11-02,101991.96816551304
2020-11-03,103189.56408581778
2020-11-04,104830.87211581632
2020-11-05,106639.28552503588
2020-11-06,106499.80131444319
2020-11-09,110303.02411108748
2020-11-10,111038.93759042167
2020-11-11,112065.9348599137
2020-11-12,110123.05436765122
2020-11-13,112335.19690420241
2020-11-16,115129.21541911122
2020-11-17,115607.33785614373
2020-11-18,114562.5560681737
2020-11-19,115590.06883744374
2020-11-20,115193.64828914372
2020-11-23,118776.14883777198
2020-11-24,121910.31975822453
2020-11-25,121183.09726600355
2020-11-27,121067.69985975503
2020-11-30,118482.0591593176
2020-12-01,119422.74333424767
2020-12-02,121855.67171941441
2020-12-03,122734.5022529478
2020-12-04,126638.87530315534
2020-12-07,126167.61592020829
2020-12-08,128286.95221653685
2020-12-09,128176.37397488735
2020-12-10,129710.36840270713
2020-12-11,130287.61437922671
2020-12-14,128023.18257181291
2020-12-15,128856.10956800988
2020-12-16,128288.0220825318
2020-12-17,128280.16686912357
2020-12-18,127366.91800917685
2020-12-21,125693.55254647348
2020-12-22,124131.2111676845
2020-12-23,125455.92020127836
2020-12-24,125567.64065500344
2020-12-28,125481.16394727096
2020-12-29,124816.7164324768
2020-12-30,125902.24551938009
2020-12-31,125769.85459258186
2021-01-04,124806.40660447282
2021-01-05,127385.75865692917
2021-01-06,127138.271313178
2021-01-07,130150.3022159658
2021-01-08,130096.18417836714
2021-01-11,130341.1305405419
2021-01-12,131763.93432728972
2021-01-13,131372.41975046735
2021-01-14,133324.1025040503
2021-01-15,131268.15854233137
2021-01-19,132913.45409965978
2021-01-20,135017.48222919274
2021-01-21,134228.4105693547
2021-01-22,134309.4990900729
2021-01-25,134050.18410411075
2021-01-26,133079.6608242993
2021-01-27,130360.2141269767
2021-01-28,131657.94094435117
2021-01-29,129042.33832846471
2021-02-01,132558.11724622964
2021-02-02,134699.23936518817
2021-02-03,136918.65197324712
2021-02-04,137846.78910027756
2021-02-05,139513.01982852514
2021-02-08,141539.8141690612
2021-02-09,140477.5648360422
2021-02-10,141798.717732971
2021-02-11,141972.50546977602
2021-02-12,143960.56721107077
2021-02-16,145717.35708181155
2021-02-17,145848.72249467892
2021-02-18,144441.829301088
2021-02-19,145227.9312983205
2021-02-22,145269.86465856328
2021-02-23,146131.36939724517
2021-02-24,149538.61150961954
2021-02-25,145568.15488769911
2021-02-26,144741.09634555047
2021-03-01,147816.6401401227
2021-03-02,146622.73767716263
2021-03-03,147480.65817560037
2021-03-04,150585.7532120623
2021-03-05,152736.38336719683
2021-03-08,148898.8432817217
2021-03-09,151534.2701856444
2021-03-10,153195.5347859387
2021-03-11,156738.03278959592
2021-03-12,156650.81763139815
2021-03-15,157308.18801887005
2021-03-16,153381.4907540198
2021-03-17,153330.03543169142
2021-03-18,147235.61834744219
2021-03-19,149233.4125047656
2021-03-22,149322.40199377673
2021-03-23,147287.28892860754
2021-03-24,147907.29837067128
2021-03-25,147434.49803215204
2021-03-26,150345.32891617098
2021-03-29,149149.8452143159
2021-03-30,148816.73519007253
2021-03-31,149757.28745867603
2021-04-01,153612.94669271295
2021-04-05,154777.00689130768
2021-04-06,154723.10340526456
2021-04-07,155601.5617401094
2021-04-08,155814.4509906486
2021-04-09,155964.46105951705
2021-04-12,155454.85422770237
2021-04-13,155479.0546009413
2021-04-14,156652.92304383626
2021-04-15,157755.07942589186
2021-04-16,157188.74643455975
2021-04-19,156519.470112157
2021-04-20,154755.76924049147
2021-04-21,155790.03579450992
2021-04-22,154024.7158358839
2021-04-23,155526.9166937875
2021-04-26,155866.46943073318
2021-04-27,156279.57413264352
2021-04-28,157386.34977958037
2021-04-29,158545.38889029343
2021-04-30,156334.40031558854
2021-05-03,157598.49589327068
2021-05-04,156090.28188490323
2021-05-05,157792.94175907059
2021-05-06,158862.57737309288
2021-05-07,160125.1001223605
2021-05-10,157288.9360966694
2021-05-11,156028.49130808655
2021-05-12,153512.4077517558
2021-05-13,154019.75000803565
2021-05-14,157058.5931118027
2021-05-17,157842.89064540464
2021-05-18,155280.12791263784
2021-05-19,154382.0226612564
2021-05-20,156437.50800281236
2021-05-21,156481.48041390878
2021-05-24,158999.4391572371
2021-05-25,157619.75528238353
2021-05-26,158643.5762954029
2021-05-27,159012.48229644555
2021-05-28,159452.6846109236
2021-06-01,161732.86112048244
2021-06-02,163018.55373387897
2021-06-03,162537.5943898339
2021-06-04,164887.7274455387
2021-06-07,164917.2942541921
2021-06-08,164984.6128161098
2021-06-09,164870.38179164173
2021-06-10,166600.21685654164
2021-06-11,166888.94895615344
2021-06-14,166970.87599283914
