CAGR,Total Return,Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Longest DD Duration,Win Rate,Best Year,Worst Year,% Positive Years
0.27308907327454945,3.250451105997355,0.2321012710760502,1.0738522804233812,1.368325722711847,-0.34700188890615746,0.7869959271270801,200,0.5544488711819389,0.4920923041239018,0.010246681612781305,1.0
